F,I_in,K_I,K_S,S_in,Y_XS,k_P,k_d,mu_max
0.12342084098480605,8.691310397385354,0.050630545839694674,0.18946785831934637,555.7401904763628,0.4038445726970751,0.05229740314947853,0.005117062361206389,0.4644112386069476
0.19994985423900796,11.414056575206013,0.1607620367363147,0.19307656036424786,462.9125431477245,0.5937363012003825,0.03157611379902001,0.015898927341051108,0.4332369366878887
0.16009240397703056,8.01845051428118,0.08003296024390771,0.07004569394925104,481.3979432852973,0.40906236378959243,0.03137181611213814,0.007103723161567607,0.5173439208540395
0.12466367542846918,12.653697128113231,0.06651802016257358,0.05763177189919092,580.9524895571956,0.5153293635339721,0.06212861523662405,0.01831015572445713,0.7897538723427334
0.15888429749083693,5.123589629671992,0.06961063032502476,0.1986174646719715,429.469164810406,0.4482466509878293,0.062372212234225136,0.018757530893050746,0.7113151984130901
0.19993111800777136,10.234753595926051,0.06338749727746168,0.15186109971261574,548.4937511920039,0.5304104048564637,0.049254264166831,0.006251509621506057,0.5226366209607565
0.13008445340550667,11.837457098502776,0.06521922438146303,0.12987350057594305,557.854737771948,0.5223014432291718,0.04020102739729037,0.01333627122103894,0.4853027940395267
0.13044746513158917,9.854750479411727,0.07600020730003469,0.17262385586138126,473.4852306159589,0.4750036726804285,0.059682156221509075,0.018420234661300862,0.6704810492947579
0.12537847438345331,10.267256703125259,0.09314493744429037,0.07874522634872594,509.5005613500654,0.4461457915304736,0.04923507377570458,0.018136124514762493,0.7251568780237196
0.0730431524241037,13.114639026997413,0.08819911500564315,0.12817301258967456,441.87958721990435,0.5935426902985761,0.059146507942403614,0.006937573083657856,0.7750917419181064
0.0934925785424018,12.926770398559247,0.09855987510460212,0.1606541402256264,456.5041688025183,0.46644621802641645,0.06049228132791944,0.01428431615682749,0.7701205903486884
0.16510835986907924,12.331563497132926,0.18687049026987756,0.18218373203141042,568.2900974814195,0.5588076910951791,0.041815662807710874,0.007444794921290342,0.6479189370030296
0.12984211830194567,11.106191956876776,0.10767152703183615,0.13796409176887975,469.1057686429089,0.4360063688955158,0.038436477186815865,0.019871794691751238,0.5590201553167548
0.06538718819102231,14.895240631376502,0.0879716811672428,0.15453171478670558,419.8232470549895,0.5648478244612933,0.059116563885395684,0.008330893365073184,0.7271168434857204
0.08022373177072999,8.813067155311739,0.14767063754489268,0.16192805128296872,470.61776438419975,0.4137099068994096,0.05461367301715188,0.015513983976742085,0.6875942773289228
0.06560619132786549,10.10864242486662,0.05404488951452449,0.19784853066321462,505.0005803140566,0.5948874231103354,0.04227249513575539,0.0068834498862887245,0.42169459630167927
0.07529833691851577,13.371319136914327,0.08267795986962526,0.17873311939423664,576.1264293669743,0.5076052417777683,0.06317496386254726,0.010101878161354258,0.7354254940426608
0.057699332645850816,13.887524080048543,0.09576718305175519,0.10298969469985311,555.7381565381406,0.4998815108348892,0.04280544269375058,0.011240134589959304,0.7404308883469045
0.07720456296018435,13.387188229285917,0.12476537395334861,0.19750569238300608,459.042606368596,0.5195806270040572,0.0695745812348813,0.009455718445361201,0.797350271781873
0.14286587141645402,10.921821067424005,0.09526651927044047,0.052811249825597845,482.79893185699734,0.5192605118164002,0.03415257123107378,0.018145432404510557,0.5271492713480793
0.07559299502049449,6.0234570690898,0.11117509749376968,0.17539467648819862,574.5627127360158,0.5583947924130196,0.031125608040553997,0.007837422578712845,0.7843472657901709
0.06454804795864133,8.774599514921785,0.19393769959767299,0.17782358604027337,558.524294274687,0.5097557925410693,0.0635286484651307,0.015748785125405403,0.5998706373148489
0.1874532901198563,5.096467887705556,0.11734481804880216,0.12145201056030484,572.5059447909864,0.4580328851860217,0.0656303717196275,0.013585462214933446,0.631998243458692
0.1725426678682836,13.780891528665746,0.12077968763435688,0.16259075235727966,509.39773143958087,0.508441264875833,0.04260256438219002,0.006192849463450521,0.6391909279157424
0.12213870930406619,5.217472594721988,0.10348533516639125,0.13326876432432877,405.04768271116706,0.5368849477094377,0.0682075227271858,0.017360098191651675,0.6968902041695381
0.13960399612005714,11.941924648420603,0.11258498309416866,0.12733290621235122,522.3744086086627,0.40092952426501904,0.051372284248517155,0.016902390971544307,0.46221319706300484
0.12027654024756561,10.442289191198629,0.07976716667234993,0.18726593858492918,478.5161992438848,0.5736056771909506,0.05243445068603675,0.01744148168084385,0.773970233863952
0.11290171691473336,13.554028230669728,0.1555239326378512,0.18529492282895182,543.586462248099,0.5724870859632437,0.033423342301998574,0.009563990503447323,0.6553197581911987
0.07638704567221594,13.316188871903297,0.18918385464902737,0.13852904712331598,478.1540264245418,0.48227885858996106,0.05629265581406795,0.012230284483750044,0.7810994784979942
0.1199482318696485,5.647302296289593,0.1762996727966915,0.17469935312757603,586.7871840792424,0.5581083984527765,0.06974011011612072,0.019752147896691993,0.6999296660975265
0.07035629527557163,12.810687330811163,0.15425980650854582,0.06934652579809883,426.9839148783736,0.5449066889148845,0.04335691764407586,0.009146774816507372,0.65570877222556
0.09413400043168788,13.83622464369697,0.07597651004030133,0.18440680216016858,582.3570046934374,0.5547146994845787,0.06578840568018843,0.0056369882399452485,0.7698973467509832
0.1545265720824533,10.891400314864292,0.05790663444123885,0.1168799337578211,489.27616308654126,0.4423935038533107,0.06775019266878007,0.012130527952024382,0.42005954318749117
0.12851327124633774,10.36410666485247,0.1522121104874472,0.14909522065434955,410.35145549716714,0.5206173412428429,0.055201153804269064,0.005339092377315996,0.7151253371886646
0.14783075371547172,13.760806650219854,0.10805658441760514,0.08049381078246168,485.85428634149116,0.5823733705170897,0.06562122267654541,0.005954187589889184,0.6350959768778783
0.07192448743489589,11.678878485077846,0.18491449638285123,0.10955716726139651,465.9929584606273,0.4901948597918281,0.040077167392669845,0.01606722828603807,0.7432118352333298
