F,I_in,K_I,K_S,S_in,Y_XS,k_P,k_d,mu_max
0.1573194477871557,10.30817880240295,0.050112386272039906,0.11767987301614549,500.6217651508952,0.5161460746469082,0.050396552672394235,0.006171361809178186,0.758487097278715
0.1964764193655315,13.488935755511665,0.13408654544929013,0.08414078789498372,412.0973730113161,0.5949764522962813,0.052230248215110034,0.012107594011915437,0.48553942844297393
0.12193419723401176,6.587894505410697,0.09880665019090097,0.17912227846613266,476.94395402270504,0.5712095221739931,0.06160862140778566,0.011020989204000384,0.42540798957148684
0.12159630237219864,10.776390244483592,0.1339548739526022,0.08651364698293126,479.23993141756887,0.5866367516626896,0.039594746048764826,0.007727413032319001,0.40522870309353887
0.06659570928518732,7.188543785866116,0.14398811407573348,0.1517433459615678,454.24662334168175,0.5263227027934021,0.036322694905646165,0.017768455061564985,0.40968739359923967
0.07065321623900742,13.31257346556976,0.054625212899577225,0.19522307529838673,510.99836605293217,0.4298260311585207,0.06294155822810446,0.0074774128580971265,0.7680672938361219
0.15051189461264375,9.657418841354211,0.17835036010413285,0.15404000676461932,535.7381833286729,0.5415557758269669,0.04019529186011506,0.005142883245201029,0.43910858219124915
0.16351438320444417,14.184717654065818,0.11110292690529697,0.18906866634971764,503.6231948499236,0.5002952679250546,0.0371470097498843,0.01219483960294972,0.7380712217641519
0.15844919758702722,14.19048358101361,0.08275751481083726,0.10579475956308158,422.0227831568394,0.4035681195151889,0.0699027309823779,0.01607776185460553,0.6501624278662332
0.14378218456785785,5.056468865463685,0.10591365585335971,0.19421214975206624,429.78480922513484,0.5718221371765411,0.039126802688009624,0.005309137082425309,0.572592802431642
0.054546868469842386,13.96199499827891,0.11183395420800052,0.11827355361772054,580.9890127290985,0.5611345193904147,0.056408742831690784,0.006047679525162609,0.5731404522046765
0.1520711684725615,14.937252719603553,0.13711343440720367,0.08249250514286198,505.82447142561176,0.4784692626153127,0.04962244709100792,0.016059965532016003,0.7579266375626244
0.18475103621566635,12.828250981927656,0.0782680882164736,0.09999513609331101,486.6820018986361,0.4473129478054884,0.036702978803201156,0.00725375528922417,0.7978902112446704
0.1425955544558607,10.597676860013502,0.10815434310262144,0.1658651950528749,460.6694234199031,0.5399016216107811,0.03077290841674869,0.0096676417700863,0.604808213485754
0.19046813622221115,11.937939795523487,0.1857168406216801,0.13616520387591918,422.89609968540344,0.4134926619636635,0.05073974909283675,0.019314687022734256,0.46989032287538435
0.09320608696956129,6.033382024136126,0.176120170831571,0.08214456204581247,507.5893734168764,0.46829477335444336,0.030504349808014544,0.01561982105834361,0.7922143493796271
0.14572871229412399,10.452564047221497,0.16330942747580468,0.11981468022399512,496.58445091307647,0.43979241970937405,0.04948031372522686,0.005180482112484245,0.556109977294641
0.12484889530074068,10.546501997390369,0.056822251225519566,0.07004028485492578,448.4873204409828,0.4270671213610184,0.06531360660517965,0.016464243808442833,0.492638950856118
0.1596834020255149,9.622965335274763,0.1626027541418989,0.10133002948034839,416.860474946948,0.5780923606997145,0.04960541354932144,0.01884063188665132,0.4759831111999525
0.1836557718117292,8.398338961280471,0.19047353446121035,0.1514881685474106,494.70781149490904,0.4467612516519148,0.030613169436608405,0.017357676036463075,0.44734985135755767
