"Time","Bioreactor 23 - Acid volume pumped","Bioreactor 23 - Air flow","Bioreactor 23 - Base volume pumped","Bioreactor 23 - Bioreactor pressure reading","Bioreactor 23 - CER","Bioreactor 23 - DO","Bioreactor 23 - Feed#1 flow rate","Bioreactor 23 - Feed#1 volume pumped","Bioreactor 23 - Feed#2 flow rate","Bioreactor 23 - Feed#2 volume pumped","Bioreactor 23 - Foam sensor","Bioreactor 23 - Off-gas CO2%","Bioreactor 23 - Optical density","Bioreactor 23 - OUR","Bioreactor 23 - pH","Bioreactor 23 - Reflectance","Bioreactor 23 - RQ","Bioreactor 23 - Sampling events","Bioreactor 23 - Stir speed","Bioreactor 23 - Temperature","Bioreactor 23 - Volume","Bioreactor 24 - Acid volume pumped","Bioreactor 24 - Air flow","Bioreactor 24 - Base volume pumped","Bioreactor 24 - Bioreactor pressure reading","Bioreactor 24 - CER","Bioreactor 24 - DO","Bioreactor 24 - Feed#1 flow rate","Bioreactor 24 - Feed#1 volume pumped","Bioreactor 24 - Feed#2 flow rate","Bioreactor 24 - Feed#2 volume pumped","Bioreactor 24 - Foam sensor","Bioreactor 24 - Off-gas CO2%","Bioreactor 24 - Optical density","Bioreactor 24 - OUR","Bioreactor 24 - pH","Bioreactor 24 - Reflectance","Bioreactor 24 - RQ","Bioreactor 24 - Sampling events","Bioreactor 24 - Stir speed","Bioreactor 24 - Temperature","Bioreactor 24 - Volume"
0,0.185517525999999,4.9989980696492,0.237757522,0.527407884493962,0.0814846632577449,99.5512821282685,NaN,NaN,NaN,NaN,19.7780786303157,0.123073592613611,NaN,NaN,7.3945964301226,3.85085293941796,NaN,,1300.95010051424,29.9987541450455,205.482488640076,0.908443495999999,0,1.74129229607389,0.803449689287446,0,99.0408520903107,NaN,NaN,NaN,NaN,14.1830364545644,0.0917685827766769,NaN,NaN,7.49256546336541,2.57250994651091,NaN,,1299.81556924832,29.9992545773295,207.757392112742
0.0833333333333333,0.185517525999999,5.01306391063096,0.237757522,0.510693994893447,0.079428252111449,93.1248461230192,NaN,NaN,NaN,NaN,19.720984206513,0.120447254130222,NaN,NaN,7.37380443635536,4.16791556555877,NaN,,1300.52267514781,29.8861282881813,210.330980663619,0.908443495999999,0,1.74606388571326,0.8083550416105,0,91.0819047091947,NaN,NaN,NaN,NaN,14.0282340030285,0.092618842819089,NaN,NaN,7.47852922915467,2.72928930289206,NaN,,1301.45323254591,29.8934374284629,212.614740729544
0.166666666666667,0.185517525999999,4.99918039036081,0.237757522,0.508634140257827,0.075773116843455,86.6083251647886,NaN,NaN,NaN,NaN,19.6382393764663,0.117299495964747,NaN,NaN,7.37308028134002,4.26449962153706,NaN,,1299.30958939369,29.9793637832409,210.330717590931,0.908443495999999,0,1.746114364,0.80596484633789,0,79.6949400812149,NaN,NaN,NaN,NaN,13.9122167259102,0.0929804101613059,NaN,NaN,7.48479285205151,2.78948586807033,NaN,,1300.83001592126,29.9825138201461,212.614880223409
0.25,0.185517525999999,4.99845947843976,0.237757522,0.497437294794117,0.0824951796006011,82.9290438003797,NaN,NaN,NaN,NaN,19.758619047,0.12774842043591,NaN,0.0222434606994302,7.37141600362679,4.2461537151698,7.80981545091625,,1301.75267552005,30.0193493695735,210.330454189362,0.908443495999999,0,1.746114364,0.786394234323801,0,70.2790787630242,NaN,NaN,NaN,NaN,14.3581166787564,0.0934216831687293,NaN,NaN,7.48535972704205,2.79265290730985,NaN,,1299.32706789288,30.0195716061948,212.614880223409
0.333333333333333,0.185517525999999,5.00659040973949,0.237757522,0.493587908517795,0.0896257807663154,80.1413814265116,NaN,NaN,NaN,NaN,19.9598867753333,0.138907115148087,NaN,0.077469361031754,7.36883425024191,4.19332304636296,1.22219695892146,,1301.0814971238,30.0300006866455,210.330190913598,0.908443495999999,0,1.746114364,0.787461995429795,0,62.1030309016773,NaN,NaN,NaN,NaN,14.1857168281667,0.0928387989118514,NaN,NaN,7.48615154814407,2.84074814801696,NaN,,1301.15876356263,30.0218511858377,212.614880223409
0.416666666666667,0.185517525999999,5.00195235697517,0.237757522,0.507008770375983,0.0951738628498563,77.7910437090489,NaN,NaN,NaN,NaN,19.5213501978333,0.147665366731754,NaN,0.142705011344159,7.36589002176325,4.19479837455274,0.677565556184178,,1301.18058576946,30.0264250364756,210.329927906342,0.908443495999999,0,1.746114364,0.795493707777044,0,55.5972463802867,NaN,NaN,NaN,NaN,14.0822099409185,0.092391158358017,NaN,NaN,7.48378790525067,2.8097876321365,NaN,,1301.3651690021,30.0200004577637,212.614880223409
0.5,0.185517525999999,4.99550100940339,0.237757522,0.484766858677524,0.100682807506537,76.2715300412299,NaN,NaN,NaN,NaN,19.5643940110793,0.156329820782822,NaN,0.2065028865304,7.36258010138222,4.15193891416405,0.490501563587399,,1297.87901752382,30.0168776443331,210.329665153149,0.908443495999999,0,1.746114364,0.791113849339293,0,49.658769452133,NaN,NaN,NaN,NaN,14.0380974322482,0.0915161658639643,NaN,NaN,7.48307504694657,2.74399074841261,NaN,,1297.68563029783,30.0127493386725,212.614880223409
0.583333333333333,0.185517525999999,4.99568049181926,0.237757522,0.482023843476655,0.105668911028079,74.9046234049463,NaN,NaN,NaN,NaN,19.5623160918905,0.164330492500067,NaN,0.262880998401899,7.35892706689917,4.146711770634,0.397775709113282,"Sample 1.50 mL to AMBR-96DWP-4/H7",1300.6169296756,30.0075805679364,209.678547924495,0.908443495999999,0,1.746114364,0.796761737310651,0,44.9924732289206,NaN,NaN,NaN,NaN,14.0361476643888,0.0907997636512375,NaN,NaN,7.48412721991229,2.78878695686751,NaN,"Sample 1.50 mL to AMBR-96DWP-4/H8",1300.07378614459,30.007596903702,212.015233949741
0.666666666666667,0.185517525999999,5.00142831321468,0.237757522,0.502147020745566,0.104574377029716,73.725463717394,NaN,NaN,NaN,NaN,19.8638142273636,0.161131069605125,NaN,0.277031807641802,7.35486503259025,4.16059470470188,0.357093553778988,,1300.47618228368,30.0100002288818,208.535140291513,0.908443495999999,0,1.746114364,0.790515339605706,0,40.5608454835958,NaN,NaN,NaN,NaN,13.9632555144445,0.0907689000717042,NaN,NaN,7.48303962070888,2.73830932478458,NaN,,1299.15482481934,30.0100002288818,210.820880223409
0.75,0.185517525999999,4.99586643297269,0.237757522,0.495681310416366,0.10101858011892,72.1812882851762,NaN,NaN,NaN,NaN,19.9198888788333,0.155848916761884,NaN,0.308367192623851,7.35092066212757,4.10903838121187,0.328030857071123,,1300.10590549248,30.0100002288818,208.534878114364,0.908443495999999,0,1.746114364,0.783810473222188,0,36.6791429668679,NaN,NaN,NaN,NaN,13.8395220325,0.0904397739686309,NaN,NaN,7.48117593475822,2.80897147397767,NaN,,1301.32256737593,30.0100002288818,210.820880223409
